pid,pid_s,coupleid,countyid14,gender,age,edu,han_race,hukou,kids,income,fincome_per,urban,marriage_sat,secon_sat,shw_sat,division,hwh,work_only,femma,c_childage_min,c_elderpres,c_elderage_min,c_elderage_max
1933,1932,7,87,Female,35,3-year college,han,0.0,1,25000.0,24000.0,Urban,4.0,4.0,4.0,3.0,2.0,0,4.0,8.0,0.0,76.0,68.0
1932,1933,7,87,Male,32,Junior high school or below,han,0.0,1,40000.0,24000.0,Urban,4.0,4.0,4.0,3.0,1.0,0,4.0,8.0,0.0,49.0,74.0
4244,4245,15,200,Male,34,Junior high school or below,han,1.0,1,70000.0,37500.0,Rural,1.0,1.0,4.0,3.0,0.0,0,2.0,7.0,0.0,79.0,74.0
4245,4244,15,200,Female,32,Senior high school/secondary school/tec,,1.0,1,13000.0,37500.0,Rural,5.0,5.0,4.0,1.0,3.0,0,3.0,7.0,0.0,47.0,68.0
4516,4517,17,187,Male,32,Senior high school/secondary school/tec,han,0.0,1,24000.0,16666.67,Urban,5.0,5.0,5.0,5.0,2.0,0,5.0,7.0,0.0,76.0,89.0
4517,4516,17,187,Female,27,Junior high school or below,han,1.0,1,40000.0,16666.67,Urban,4.0,4.0,5.0,2.0,1.0,0,5.0,7.0,0.0,76.0,84.0
11,10,26,227,Female,39,Junior high school or below,han,1.0,1,20000.0,33333.33,Urban,5.0,5.0,1.0,4.0,4.0,0,3.0,17.0,0.0,79.0,83.0
10,11,26,227,Male,43,Senior high school/secondary school/tec,han,1.0,1,15000.0,33333.33,Urban,5.0,2.0,5.0,5.0,0.0,0,3.0,17.0,0.0,78.0,68.0
13,12,29,227,Male,46,Junior high school or below,han,1.0,3,114000.0,24000.0,Urban,4.0,4.0,3.0,5.0,0.5,0,5.0,8.0,0.0,81.0,84.0
12,13,29,227,Female,41,Junior high school or below,han,1.0,3,10000.0,24000.0,Urban,4.0,4.0,3.0,5.0,2.0,0,5.0,8.0,0.0,81.0,89.0
15,14,30,227,Female,42,Junior high school or below,han,0.0,1,10000.0,33333.33,Urban,5.0,5.0,5.0,5.0,2.0,0,1.0,20.0,0.0,91.0,73.0
14,15,30,227,Male,43,Junior high school or below,han,0.0,1,23000.0,33333.33,Urban,4.0,4.0,4.0,3.0,1.0,0,4.0,20.0,0.0,78.0,68.0
23,22,35,227,Male,38,Junior high school or below,han,1.0,2,60000.0,40000.0,Urban,5.0,5.0,5.0,5.0,1.0,0,5.0,5.0,0.0,78.0,67.0
22,23,35,227,Female,36,3-year college,han,0.0,2,17600.0,40000.0,Urban,5.0,5.0,5.0,2.0,3.0,0,1.0,5.0,0.0,55.0,67.0
30,31,45,227,Male,43,Junior high school or below,han,1.0,1,6000.0,14000.0,Urban,5.0,5.0,5.0,3.0,2.0,0,1.0,23.0,0.0,71.0,73.0
31,30,45,227,Female,41,Junior high school or below,han,1.0,1,32000.0,14000.0,Urban,5.0,4.0,3.0,1.0,5.5,0,2.0,23.0,0.0,78.0,89.0
33,32,47,227,Male,49,3-year college,han,0.0,1,48000.0,24000.0,Urban,5.0,5.0,5.0,5.0,0.5,0,4.0,13.0,0.0,91.0,89.0
32,33,47,227,Female,46,Senior high school/secondary school/tec,han,0.0,1,12000.0,24000.0,Urban,5.0,5.0,5.0,5.0,2.0,0,3.0,13.0,0.0,67.0,68.0
43,42,64,227,Female,37,Junior high school or below,han,1.0,1,30400.0,36000.0,Urban,4.0,5.0,4.0,2.0,1.0,0,5.0,22.0,0.0,79.0,71.0
42,43,64,227,Male,42,Junior high school or below,han,1.0,1,21840.0,36000.0,Urban,5.0,5.0,5.0,1.0,10.0,0,2.0,22.0,0.0,65.0,89.0
50,51,72,227,Male,36,Junior high school or below,han,1.0,1,30000.0,33333.33,Urban,5.0,5.0,4.0,5.0,0.5,0,5.0,10.0,0.0,63.0,84.0
51,50,72,227,Female,33,Junior high school or below,han,1.0,1,30400.0,33333.33,Urban,5.0,5.0,1.0,5.0,1.0,0,5.0,10.0,0.0,78.0,84.0
62,63,89,116,Male,33,4-year college/Bachelor's degree or above,han,0.0,0,50000.0,200000.0,Urban,5.0,5.0,4.0,3.0,0.5,0,4.0,26.0,0.0,84.0,65.0
63,62,89,116,Female,36,4-year college/Bachelor's degree or above,han,0.0,0,82000.0,200000.0,Urban,5.0,4.0,4.0,4.0,2.0,0,4.0,26.0,0.0,69.0,65.0
72,73,94,227,Female,42,Senior high school/secondary school/tec,non-han,0.0,1,18700.0,40000.0,Urban,5.0,5.0,1.0,3.0,3.0,0,1.0,15.0,0.0,71.0,89.0
73,72,94,227,Male,44,4-year college/Bachelor's degree or above,non-han,0.0,1,85000.0,40000.0,Urban,4.0,4.0,4.0,3.0,0.0,0,3.0,15.0,0.0,73.0,68.0
6579,6578,98,33,Female,47,Junior high school or below,han,0.0,1,30000.0,9472.0,Rural,4.0,4.0,4.0,5.0,2.0,0,5.0,24.0,0.0,63.0,74.0
6578,6579,98,33,Male,47,Junior high school or below,han,0.0,1,14000.0,9472.0,Rural,4.0,4.0,4.0,4.0,1.0,0,3.0,24.0,0.0,85.0,74.0
75,6807,102,7,Male,35,Junior high school or below,han,1.0,1,60000.0,21666.67,Urban,5.0,5.0,5.0,5.0,1.0,0,5.0,1.0,0.0,85.0,89.0
6807,75,102,7,Female,33,Junior high school or below,han,1.0,1,40000.0,21666.67,Urban,5.0,5.0,5.0,3.0,4.0,0,4.0,1.0,0.0,52.0,68.0
7185,7184,107,142,Male,31,Junior high school or below,han,1.0,1,33000.0,26666.67,Rural,5.0,2.0,5.0,2.0,0.0,0,5.0,5.0,0.0,84.0,89.0
7184,7185,107,142,Female,27,Senior high school/secondary school/tec,han,0.0,1,33000.0,26666.67,Rural,4.0,3.0,4.0,2.0,3.0,0,3.0,5.0,0.0,84.0,68.0
7914,7915,113,59,Female,47,Junior high school or below,han,1.0,3,0.0,43879.0,Urban,3.0,5.0,3.0,3.0,4.0,0,5.0,25.0,0.0,59.0,68.0
7915,7914,113,59,Male,50,Junior high school or below,han,1.0,3,70000.0,43879.0,Urban,3.0,4.0,3.0,2.0,1.0,0,3.0,25.0,0.0,59.0,68.0
8472,8473,116,46,Male,35,Senior high school/secondary school/tec,han,1.0,2,12000.0,20000.0,Rural,5.0,5.0,4.0,4.0,0.0,0,4.0,9.0,0.0,76.0,84.0
8473,8472,116,46,Female,35,Junior high school or below,han,1.0,2,72000.0,20000.0,Rural,5.0,1.0,2.0,4.0,0.0,0,3.0,9.0,0.0,69.0,84.0
76,9667,118,175,Male,26,Junior high school or below,,1.0,1,70000.0,21666.67,Rural,5.0,1.0,5.0,5.0,0.0,0,2.0,1.0,0.0,84.0,68.0
9667,76,118,175,Female,26,Junior high school or below,non-han,1.0,1,12800.0,21666.67,Rural,5.0,1.0,3.0,4.0,2.0,0,3.0,1.0,0.0,84.0,67.0
4937,4936,119,265,Female,30,Junior high school or below,han,1.0,1,13000.0,41700.0,Rural,4.0,2.0,4.0,4.0,1.0,0,3.0,7.0,0.0,59.0,68.0
4936,4937,119,265,Male,32,Junior high school or below,han,1.0,1,70000.0,41700.0,Rural,5.0,5.0,5.0,4.0,0.0,0,1.0,7.0,0.0,76.0,68.0
83,82,133,290,Male,39,Junior high school or below,han,0.0,2,20000.0,10025.0,Urban,5.0,5.0,5.0,5.0,1.0,0,5.0,2.0,0.0,79.0,84.0
82,83,133,290,Female,35,Senior high school/secondary school/tec,han,0.0,2,35000.0,10025.0,Urban,3.0,1.0,3.0,4.0,1.0,0,5.0,2.0,0.0,84.0,84.0
86,87,136,290,Male,50,4-year college/Bachelor's degree or above,han,0.0,1,80000.0,70000.0,Urban,5.0,5.0,5.0,4.0,0.5,0,4.0,26.0,0.0,55.0,68.0
87,86,136,290,Female,49,Junior high school or below,han,0.0,1,3000.0,70000.0,Urban,5.0,5.0,5.0,5.0,2.0,0,4.0,26.0,0.0,81.0,68.0
89,88,137,290,Female,41,4-year college/Bachelor's degree or above,han,0.0,2,12000.0,33333.33,Urban,5.0,4.0,4.0,4.0,3.0,0,5.0,13.0,0.0,85.0,84.0
88,89,137,290,Male,50,3-year college,han,0.0,2,48000.0,33333.33,Urban,5.0,5.0,5.0,3.0,1.0,0,4.0,13.0,0.0,83.0,89.0
95,94,142,134,Male,28,Junior high school or below,han,0.0,2,20000.0,6833.333,Urban,5.0,3.0,5.0,5.0,0.0,0,3.0,4.0,1.0,52.0,52.0
94,95,142,134,Female,28,Senior high school/secondary school/tec,han,0.0,2,0.0,6833.333,Urban,5.0,5.0,5.0,5.0,3.0,0,5.0,4.0,1.0,52.0,52.0
103,102,148,290,Male,42,3-year college,han,0.0,1,48000.0,23333.33,Urban,5.0,5.0,4.0,4.0,1.0,0,4.0,17.0,0.0,47.0,89.0
102,103,148,290,Female,42,3-year college,han,0.0,1,12000.0,23333.33,Urban,4.0,4.0,3.0,3.0,2.0,0,3.0,17.0,0.0,47.0,74.0
107,106,154,290,Female,37,Junior high school or below,han,1.0,1,18000.0,11666.67,Urban,4.0,5.0,4.0,5.0,1.0,0,2.0,15.0,0.0,76.0,89.0
106,107,154,290,Male,42,Junior high school or below,han,0.0,1,6000.0,11666.67,Urban,5.0,5.0,4.0,3.0,1.0,0,3.0,15.0,0.0,47.0,89.0
116,117,163,290,Female,44,4-year college/Bachelor's degree or above,han,0.0,1,16000.0,20000.0,Urban,5.0,5.0,5.0,3.0,2.0,0,5.0,23.0,0.0,47.0,84.0
117,116,163,290,Male,47,Junior high school or below,han,0.0,1,20000.0,20000.0,Urban,5.0,5.0,5.0,3.0,0.5,0,4.0,23.0,0.0,84.0,89.0
126,127,180,290,Female,32,Junior high school or below,han,1.0,2,20000.0,14133.33,Rural,5.0,5.0,5.0,2.0,0.0,0,5.0,6.0,1.0,62.0,62.0
127,126,180,290,Male,33,Junior high school or below,han,1.0,2,60000.0,14133.33,Rural,5.0,5.0,5.0,5.0,1.0,0,5.0,6.0,1.0,62.0,62.0
129,128,182,290,Female,37,Junior high school or below,han,1.0,2,20000.0,20000.0,Rural,3.0,4.0,2.0,3.0,3.0,0,2.0,6.0,1.0,64.0,64.0
128,129,182,290,Male,37,Junior high school or below,han,1.0,2,60000.0,20000.0,Rural,5.0,5.0,5.0,5.0,0.0,0,5.0,6.0,1.0,64.0,64.0
133,132,187,290,Male,47,Junior high school or below,han,1.0,2,20000.0,12433.33,Rural,3.0,3.0,4.0,5.0,0.0,0,1.0,20.0,0.0,71.0,68.0
132,133,187,290,Female,48,Junior high school or below,han,1.0,2,4000.0,12433.33,Rural,4.0,5.0,3.0,4.0,2.0,0,5.0,20.0,0.0,70.0,84.0
135,134,190,290,Female,40,Junior high school or below,han,1.0,2,35000.0,10433.33,Rural,5.0,3.0,4.0,5.0,3.0,0,4.0,5.0,1.0,68.0,68.0
134,135,190,290,Male,40,Junior high school or below,han,1.0,2,32000.0,10433.33,Rural,5.0,5.0,5.0,4.0,1.0,0,3.0,5.0,1.0,68.0,68.0
141,140,197,290,Female,50,Junior high school or below,han,1.0,2,20000.0,11731.43,Rural,4.0,4.0,5.0,4.0,2.0,0,1.0,17.0,0.0,85.0,68.0
140,141,197,290,Male,50,Junior high school or below,han,1.0,2,20000.0,11731.43,Rural,5.0,2.0,5.0,5.0,1.0,0,5.0,17.0,0.0,84.0,89.0
143,142,199,290,Female,38,Junior high school or below,han,1.0,2,18000.0,19600.0,Rural,5.0,5.0,5.0,5.0,2.0,0,3.0,7.0,0.0,76.0,68.0
142,143,199,290,Male,39,Junior high school or below,han,1.0,2,18700.0,19600.0,Rural,4.0,5.0,5.0,5.0,2.0,0,3.0,7.0,0.0,71.0,68.0
150,149,204,290,Female,37,3-year college,han,0.0,1,24100.0,16666.67,Urban,4.0,4.0,4.0,5.0,3.0,0,5.0,5.0,0.0,76.0,89.0
149,150,204,290,Male,43,Senior high school/secondary school/tec,han,0.0,1,48000.0,16666.67,Urban,4.0,4.0,4.0,5.0,1.0,0,5.0,5.0,0.0,90.0,84.0
165,5091,225,263,Female,27,Junior high school or below,han,1.0,0,60000.0,60000.0,Urban,5.0,5.0,1.0,1.0,1.0,0,1.0,0.0,0.0,90.0,60.0
5091,165,225,263,Male,27,Junior high school or below,,0.0,0,46000.0,60000.0,Urban,5.0,3.0,3.0,5.0,0.0,0,5.0,5.0,0.0,84.0,84.0
166,5282,226,261,Male,27,Junior high school or below,,0.0,1,31900.0,12000.0,Rural,5.0,4.0,5.0,4.0,1.0,0,1.0,2.0,0.0,76.0,68.0
5282,166,226,261,Female,27,Junior high school or below,han,1.0,1,8000.0,12000.0,Rural,5.0,1.0,5.0,3.0,2.0,0,5.0,2.0,0.0,76.0,68.0
5329,5330,227,261,Male,35,4-year college/Bachelor's degree or above,,0.0,1,40000.0,36000.0,,4.0,3.0,3.0,5.0,0.5,0,2.0,11.0,0.0,84.0,68.0
5330,5329,227,261,Female,38,4-year college/Bachelor's degree or above,,0.0,1,50000.0,36000.0,,4.0,1.0,5.0,5.0,2.0,0,1.0,11.0,0.0,72.0,89.0
168,5620,230,4,Male,29,4-year college/Bachelor's degree or above,han,0.0,1,8500.0,8333.333,Rural,4.0,4.0,5.0,4.0,2.0,0,4.0,0.0,0.0,52.0,68.0
5620,168,230,4,Female,30,4-year college/Bachelor's degree or above,han,1.0,1,15000.0,8333.333,Rural,5.0,4.0,5.0,5.0,1.0,0,5.0,0.0,0.0,56.0,89.0
6650,6651,236,206,Male,33,Junior high school or below,han,1.0,1,50000.0,50000.0,Rural,4.0,5.0,5.0,3.0,0.0,0,3.0,9.0,0.0,76.0,68.0
6651,6650,236,206,Female,31,Junior high school or below,han,1.0,1,1200.0,50000.0,Rural,5.0,3.0,2.0,5.0,1.0,0,1.0,9.0,0.0,76.0,89.0
172,171,240,230,Male,42,3-year college,non-han,1.0,1,37000.0,11380.0,Rural,4.0,3.0,4.0,4.0,0.0,0,4.0,6.0,1.0,59.0,59.0
171,172,240,230,Female,34,Junior high school or below,non-han,1.0,1,5000.0,11380.0,Rural,4.0,3.0,4.0,4.0,2.0,0,5.0,6.0,1.0,59.0,59.0
173,174,241,230,Female,40,Junior high school or below,non-han,1.0,1,5000.0,3766.667,Rural,5.0,5.0,5.0,3.0,2.0,0,2.0,15.0,0.0,91.0,89.0
174,173,241,230,Male,41,Junior high school or below,non-han,1.0,1,14000.0,3766.667,Rural,4.0,3.0,3.0,3.0,0.0,0,2.0,15.0,0.0,63.0,68.0
175,176,249,230,Male,40,Junior high school or below,non-han,1.0,1,30000.0,1223.333,Rural,3.0,3.0,4.0,3.0,1.0,0,1.0,8.0,0.0,72.0,75.0
176,175,249,230,Female,29,Senior high school/secondary school/tec,non-han,1.0,1,20000.0,1223.333,Rural,5.0,5.0,5.0,3.0,5.0,0,1.0,8.0,0.0,54.0,68.0
181,182,253,230,Male,42,Junior high school or below,han,1.0,2,10000.0,1250.0,Rural,2.0,4.0,5.0,4.0,1.0,0,5.0,8.0,1.0,75.0,75.0
182,181,253,230,Female,40,Junior high school or below,han,1.0,2,20000.0,1250.0,Rural,5.0,2.0,3.0,4.0,7.0,0,2.0,8.0,1.0,75.0,75.0
188,189,263,230,Male,36,Junior high school or below,non-han,1.0,2,30000.0,10605.0,Urban,5.0,5.0,5.0,5.0,0.0,0,3.0,4.0,1.0,70.0,70.0
189,188,263,230,Female,35,Junior high school or below,non-han,1.0,2,20000.0,10605.0,Urban,5.0,4.0,4.0,3.0,4.0,0,1.0,4.0,1.0,70.0,70.0
190,191,264,230,Male,47,Junior high school or below,han,1.0,2,18000.0,5696.667,Urban,5.0,5.0,5.0,5.0,2.0,0,5.0,7.0,0.0,78.0,67.0
191,190,264,230,Female,44,Junior high school or below,non-han,1.0,2,16500.0,5696.667,Urban,5.0,5.0,5.0,5.0,3.0,0,5.0,7.0,0.0,78.0,68.0
198,199,271,230,Male,30,Junior high school or below,non-han,1.0,2,30000.0,3160.0,Urban,5.0,4.0,4.0,5.0,1.0,0,5.0,3.0,1.0,50.0,50.0
199,198,271,230,Female,27,Junior high school or below,non-han,1.0,2,15000.0,3160.0,Urban,5.0,3.0,4.0,5.0,1.0,0,1.0,3.0,1.0,50.0,50.0
202,203,273,230,Male,49,Junior high school or below,non-han,1.0,2,40000.0,4580.0,Urban,5.0,5.0,5.0,5.0,8.0,0,5.0,14.0,0.0,72.0,84.0
203,202,273,230,Female,50,Junior high school or below,non-han,1.0,2,8000.0,4580.0,Urban,5.0,5.0,5.0,5.0,10.0,0,5.0,14.0,0.0,81.0,84.0
210,209,276,230,Female,36,Junior high school or below,han,1.0,1,1500.0,13333.33,Urban,3.0,5.0,1.0,1.0,2.0,0,1.0,5.0,0.0,85.0,84.0
209,210,276,230,Male,38,Junior high school or below,han,1.0,1,20000.0,13333.33,Urban,4.0,5.0,5.0,2.0,0.0,0,3.0,5.0,0.0,72.0,68.0
211,212,278,230,Female,33,Junior high school or below,non-han,1.0,2,18000.0,1770.833,Urban,3.0,3.0,1.0,5.0,4.0,0,5.0,5.0,1.0,58.0,58.0
212,211,278,230,Male,36,Junior high school or below,han,0.0,2,30000.0,1770.833,Urban,5.0,5.0,4.0,1.0,0.0,0,5.0,5.0,1.0,58.0,58.0
215,216,283,230,Male,38,Junior high school or below,non-han,1.0,1,40000.0,324.0,Urban,5.0,5.0,5.0,3.0,2.0,0,3.0,12.0,1.0,65.0,65.0
216,215,283,230,Female,39,Junior high school or below,non-han,1.0,1,1500.0,324.0,Urban,5.0,5.0,5.0,3.0,2.0,0,1.0,12.0,1.0,65.0,65.0
222,221,288,230,Female,39,Junior high school or below,non-han,1.0,2,12000.0,1811.667,Rural,3.0,2.0,1.0,3.0,1.0,0,5.0,7.0,1.0,58.0,58.0
221,222,288,230,Male,36,Junior high school or below,non-han,1.0,2,15000.0,1811.667,Rural,3.0,5.0,3.0,5.0,0.0,0,3.0,7.0,1.0,58.0,58.0
223,224,289,230,Female,45,Junior high school or below,non-han,1.0,2,18000.0,2500.0,Rural,5.0,5.0,5.0,5.0,4.0,0,3.0,6.0,0.0,82.0,68.0
224,223,289,230,Male,46,Junior high school or below,non-han,1.0,2,36000.0,2500.0,Rural,2.0,3.0,4.0,5.0,0.0,0,2.0,6.0,0.0,71.0,84.0
225,226,291,230,Male,41,Junior high school or below,non-han,1.0,2,19000.0,392.0,Rural,5.0,3.0,4.0,3.0,2.0,0,3.0,7.0,1.0,68.0,68.0
226,225,291,230,Female,39,Junior high school or below,non-han,1.0,2,20000.0,392.0,Rural,5.0,4.0,5.0,4.0,6.0,0,5.0,7.0,1.0,68.0,68.0
229,230,293,230,Female,41,Junior high school or below,non-han,1.0,3,10000.0,15000.0,Rural,3.0,3.0,3.0,5.0,1.0,0,3.0,9.0,0.0,77.0,68.0
230,229,293,230,Male,39,Junior high school or below,non-han,1.0,3,10000.0,15000.0,Rural,4.0,4.0,3.0,5.0,1.0,0,4.0,9.0,0.0,76.0,68.0
232,231,297,230,Female,30,Junior high school or below,non-han,1.0,2,2700.0,26147.33,Rural,5.0,5.0,5.0,5.0,3.0,0,5.0,5.0,1.0,55.0,55.0
231,232,297,230,Male,31,Junior high school or below,non-han,1.0,2,32000.0,26147.33,Rural,5.0,5.0,5.0,3.0,1.0,0,1.0,5.0,1.0,55.0,55.0
233,234,299,230,Male,27,Junior high school or below,non-han,1.0,1,36000.0,11060.0,Rural,5.0,3.0,5.0,5.0,1.0,0,5.0,2.0,1.0,54.0,54.0
234,233,299,230,Female,25,Junior high school or below,non-han,1.0,1,36000.0,11060.0,Rural,5.0,4.0,4.0,5.0,3.0,0,5.0,2.0,1.0,54.0,54.0
235,236,300,230,Female,49,Junior high school or below,non-han,1.0,2,14400.0,3542.0,Rural,5.0,4.0,5.0,5.0,2.0,0,5.0,26.0,0.0,82.0,84.0
236,235,300,230,Male,50,Junior high school or below,non-han,1.0,2,36000.0,3542.0,Rural,4.0,2.0,3.0,4.0,1.0,0,3.0,26.0,0.0,82.0,68.0
237,238,301,230,Male,26,Junior high school or below,,1.0,1,5000.0,3542.0,Rural,5.0,4.0,5.0,5.0,3.0,0,3.0,1.0,1.0,50.0,50.0
238,237,301,230,Female,26,Junior high school or below,non-han,1.0,1,36000.0,3542.0,Rural,5.0,5.0,5.0,5.0,1.0,0,3.0,1.0,1.0,50.0,50.0
242,241,306,230,Female,26,Junior high school or below,non-han,1.0,2,2700.0,10846.67,Rural,5.0,5.0,3.0,3.0,3.0,0,3.0,1.0,1.0,54.0,54.0
241,242,306,230,Male,29,Junior high school or below,,1.0,2,30000.0,10846.67,Rural,5.0,5.0,5.0,3.0,0.5,0,3.0,1.0,1.0,54.0,54.0
243,244,307,230,Female,32,Junior high school or below,non-han,1.0,2,15000.0,20000.0,Rural,5.0,5.0,5.0,5.0,2.0,0,5.0,7.0,0.0,84.0,84.0
244,243,307,230,Male,34,Senior high school/secondary school/tec,non-han,1.0,2,70000.0,20000.0,Rural,5.0,4.0,4.0,5.0,1.0,0,1.0,7.0,0.0,80.0,83.0
246,245,308,230,Male,33,Junior high school or below,non-han,1.0,3,15000.0,4042.857,Rural,5.0,5.0,5.0,5.0,0.5,0,5.0,2.0,1.0,55.0,55.0
245,246,308,230,Female,31,Junior high school or below,non-han,1.0,3,20000.0,4042.857,Rural,3.0,3.0,2.0,5.0,8.0,0,3.0,2.0,1.0,55.0,55.0
248,247,311,230,Female,27,Junior high school or below,non-han,1.0,2,15000.0,512.5,Rural,4.0,4.0,2.0,4.0,1.0,0,3.0,2.0,1.0,51.0,51.0
247,248,311,230,Male,27,Junior high school or below,non-han,1.0,2,15000.0,512.5,Rural,4.0,4.0,5.0,5.0,0.0,0,4.0,2.0,1.0,51.0,51.0
250,249,313,230,Female,28,Junior high school or below,non-han,1.0,0,36000.0,19344.5,Rural,4.0,3.0,3.0,5.0,1.0,0,4.0,5.0,1.0,52.0,52.0
249,250,313,230,Male,29,Junior high school or below,non-han,1.0,0,40000.0,19344.5,Rural,3.0,3.0,3.0,4.0,1.0,0,4.0,1.0,1.0,52.0,52.0
259,258,320,230,Female,42,Junior high school or below,han,1.0,3,7200.0,886.4286,Rural,5.0,5.0,5.0,5.0,3.0,0,5.0,0.0,1.0,71.0,71.0
258,259,320,230,Male,43,Junior high school or below,non-han,1.0,3,7200.0,886.4286,Rural,5.0,5.0,5.0,5.0,2.0,0,1.0,0.0,1.0,71.0,71.0
263,262,323,230,Female,44,Senior high school/secondary school/tec,han,1.0,2,0.0,2488.0,Rural,4.0,4.0,4.0,4.0,2.0,0,2.0,5.0,0.0,82.0,68.0
262,263,323,230,Male,41,Junior high school or below,non-han,1.0,2,30000.0,2488.0,Rural,5.0,5.0,5.0,2.0,2.0,0,1.0,5.0,0.0,80.0,68.0
264,265,324,230,Male,49,Junior high school or below,non-han,1.0,1,0.0,7416.667,Rural,5.0,5.0,5.0,3.0,2.0,0,2.0,15.0,0.0,73.0,89.0
265,264,324,230,Female,38,Junior high school or below,non-han,1.0,1,30000.0,7416.667,Rural,4.0,4.0,3.0,4.0,4.0,0,3.0,15.0,0.0,72.0,83.0
268,269,328,230,Male,26,Junior high school or below,,1.0,2,30000.0,10080.0,Rural,5.0,1.0,5.0,5.0,0.5,0,1.0,1.0,1.0,50.0,50.0
269,268,328,230,Female,26,Junior high school or below,non-han,1.0,2,15000.0,10080.0,Rural,5.0,5.0,1.0,5.0,2.0,0,5.0,1.0,1.0,50.0,50.0
283,282,342,230,Male,48,Junior high school or below,non-han,1.0,2,37055.0,6600.0,Rural,5.0,5.0,5.0,5.0,0.0,0,5.0,20.0,1.0,82.0,82.0
282,283,342,230,Female,47,Junior high school or below,non-han,1.0,2,30000.0,6600.0,Rural,1.0,5.0,5.0,5.0,1.0,0,5.0,20.0,1.0,82.0,82.0
285,284,343,230,Male,42,Junior high school or below,non-han,1.0,2,6000.0,66.66666,Rural,5.0,5.0,5.0,5.0,2.0,0,5.0,4.0,1.0,77.0,77.0
284,285,343,230,Female,41,Junior high school or below,non-han,1.0,2,20000.0,66.66666,Rural,5.0,5.0,5.0,5.0,6.0,0,5.0,4.0,1.0,77.0,77.0
296,295,352,234,Female,28,Junior high school or below,han,0.0,1,35000.0,16666.67,Urban,5.0,5.0,4.0,3.0,5.0,0,3.0,3.0,0.0,52.0,61.0
295,296,352,234,Male,26,Senior high school/secondary school/tec,han,1.0,1,20000.0,16666.67,Urban,5.0,1.0,3.0,5.0,0.0,0,3.0,3.0,0.0,78.0,68.0
298,297,355,234,Male,35,4-year college/Bachelor's degree or above,han,0.0,1,40000.0,16000.0,Urban,5.0,5.0,5.0,4.0,1.0,0,1.0,11.0,0.0,65.0,84.0
297,298,355,234,Female,35,3-year college,han,0.0,1,24000.0,16000.0,Urban,5.0,5.0,4.0,4.0,3.0,0,4.0,11.0,0.0,76.0,68.0
300,299,359,21,Female,37,Junior high school or below,,1.0,1,1200.0,8000.0,Rural,4.0,3.0,4.0,3.0,2.0,0,5.0,11.0,1.0,65.0,65.0
299,300,359,21,Male,35,Junior high school or below,,1.0,1,72000.0,8000.0,Rural,4.0,4.0,4.0,5.0,0.0,0,2.0,11.0,1.0,65.0,65.0
301,302,360,14,Female,40,Junior high school or below,han,1.0,1,20000.0,14000.0,Rural,5.0,5.0,4.0,3.0,2.0,0,1.0,12.0,0.0,59.0,68.0
302,301,360,14,Male,43,Junior high school or below,han,1.0,1,6000.0,14000.0,Rural,5.0,5.0,5.0,4.0,0.0,0,1.0,12.0,0.0,65.0,68.0
308,307,364,235,Female,36,Junior high school or below,non-han,1.0,3,23000.0,20000.0,Rural,5.0,5.0,5.0,3.0,2.0,0,3.0,2.0,0.0,76.0,89.0
307,308,364,235,Male,38,Junior high school or below,han,1.0,3,25000.0,20000.0,Rural,5.0,5.0,5.0,5.0,1.0,0,5.0,2.0,0.0,63.0,74.0
312,311,367,235,Female,50,Junior high school or below,han,1.0,2,25000.0,5626.667,Rural,5.0,5.0,2.0,5.0,3.0,0,5.0,25.0,0.0,70.0,89.0
311,312,367,235,Male,49,Junior high school or below,han,1.0,2,30000.0,5626.667,Rural,5.0,5.0,5.0,2.0,0.0,0,5.0,25.0,0.0,84.0,84.0
316,315,373,235,Female,27,Junior high school or below,han,1.0,1,1500.0,5048.0,Rural,5.0,5.0,3.0,4.0,2.0,0,3.0,4.0,1.0,58.0,58.0
315,316,373,235,Male,27,Junior high school or below,han,1.0,1,36000.0,5048.0,Rural,5.0,5.0,5.0,5.0,0.0,0,2.0,4.0,1.0,58.0,58.0
321,322,378,235,Male,48,Junior high school or below,han,1.0,2,2400.0,31600.0,Rural,5.0,5.0,5.0,4.0,1.0,0,2.0,27.0,0.0,53.0,74.0
322,321,378,235,Female,48,Junior high school or below,han,1.0,2,18000.0,31600.0,Rural,5.0,5.0,5.0,5.0,3.5,0,5.0,27.0,0.0,53.0,68.0
331,332,389,234,Male,31,Junior high school or below,han,1.0,2,15000.0,3333.333,Urban,5.0,5.0,3.0,3.0,0.0,0,1.0,7.0,1.0,62.0,62.0
332,331,389,234,Female,32,Senior high school/secondary school/tec,han,1.0,2,40000.0,3333.333,Urban,5.0,4.0,3.0,1.0,1.0,0,1.0,7.0,1.0,62.0,62.0
340,339,395,234,Female,47,Senior high school/secondary school/tec,han,0.0,1,0.0,11670.0,Urban,1.0,5.0,5.0,5.0,2.0,0,5.0,23.0,0.0,71.0,89.0
339,340,395,234,Male,50,3-year college,han,0.0,1,60000.0,11670.0,Urban,1.0,5.0,3.0,5.0,2.0,0,5.0,23.0,0.0,74.0,84.0
341,342,397,234,Male,35,Senior high school/secondary school/tec,han,0.0,1,12000.0,10000.0,Urban,1.0,4.0,4.0,4.0,1.0,0,5.0,8.0,1.0,58.0,58.0
342,341,397,234,Female,33,3-year college,han,0.0,1,48000.0,10000.0,Urban,1.0,5.0,1.0,5.0,2.0,0,5.0,8.0,1.0,58.0,58.0
