pid,pid_s,coupleid,countyid14,gender,age,edu,han_race,hukou,kids,income,fincome_per,urban,marriage_sat,secon_sat,shw_sat,division,hwh,work_only,femma,c_childage_min,c_elderpres,c_elderage_min,c_elderage_max
2892,2891,3202,237,Male,43,3-year college,han,0,1,36000,20400,Urban,5,5,5,1,1,0,1,20,1,74,74
2891,2892,3202,237,Female,43,Senior high school/secondary school/tec,han,0,1,36000,20400,Urban,5,5,5,1,1,0,1,20,1,74,74
2893,2894,3203,237,Female,45,Senior high school/secondary school/tec,han,0,1,25200,20000,Urban,4,4,2,4,2,0,3,22,0,,
2894,2893,3203,237,Male,46,Senior high school/secondary school/tec,han,0,1,36000,20000,Urban,5,5,5,3,1,0,1,22,0,,
2902,2903,3215,237,Female,30,Senior high school/secondary school/tec,han,0,1,25000,15666.67,Urban,5,4,4,1,2,0,1,7,0,,
2903,2902,3215,237,Male,35,3-year college,han,0,1,21000,15666.67,Urban,5,5,1,5,1,0,5,7,0,,
2906,2907,3219,237,Male,34,Junior high school or below,han,0,1,25000,12400,Urban,5,5,5,4,1,0,4,5,1,59,59
2907,2906,3219,237,Female,29,Senior high school/secondary school/tec,han,0,1,30000,12400,Urban,4,4,1,1,1,0,4,5,1,59,59
2932,2933,3245,242,Male,43,Junior high school or below,han,0,1,21000,4300,Urban,4,3,5,4,2,0,3,19,1,80,80
2933,2932,3245,242,Female,43,Junior high school or below,han,0,1,6000,4300,Urban,2,2,2,3,3,0,5,19,1,80,80
2943,2944,3257,242,Female,37,3-year college,han,0,1,2400,11040,Urban,4,4,4,4,2,0,4,12,1,60,60
2944,2943,3257,242,Male,40,Junior high school or below,han,0,1,26400,11040,Urban,5,4,3,5,1,0,3,12,1,60,60
2949,2950,3262,294,Male,45,Junior high school or below,han,0,1,6700,21166.67,Urban,5,5,5,5,0,0,4,19,0,,
2950,2949,3262,294,Female,42,Junior high school or below,han,0,1,18000,21166.67,Urban,5,5,3,5,2,0,3,19,0,,
2955,2954,3266,242,Female,28,Junior high school or below,han,1,1,19200,19200,Urban,5,5,5,3,1,0,3,6,1,53,53
2954,2955,3266,242,Male,29,Junior high school or below,han,1,1,34600,19200,Urban,4,4,4,5,0,0,3,6,1,53,53
2959,2960,3268,242,Male,49,Junior high school or below,han,0,1,27600,19300,Urban,5,5,5,5,1,0,4,22,0,,
2960,2959,3268,242,Female,48,Senior high school/secondary school/tec,han,0,1,909,19300,Urban,3,4,5,3,3,0,2,22,0,,
2978,2977,3284,240,Male,44,Junior high school or below,han,0,1,10000,23000,Rural,5,4,5,3,0,0,2,21,0,,
2977,2978,3284,240,Female,46,Senior high school/secondary school/tec,han,0,1,6000,23000,Rural,5,5,4,3,0,0,3,21,0,,
3027,3026,3344,240,Female,41,3-year college,han,0,1,7200,4740,Urban,5,5,5,5,1,0,5,0,1,69,70
3026,3027,3344,240,Male,44,Junior high school or below,han,0,1,15000,4740,Urban,5,5,5,5,0,0,1,0,1,69,70
3029,3028,3345,240,Female,38,Junior high school or below,han,0,1,7000,1483.333,Urban,5,5,5,3,4,0,3,9,0,,
3028,3029,3345,240,Male,37,Junior high school or below,han,0,1,2500,1483.333,Urban,5,5,5,3,0,0,2,9,0,,
3031,3030,3347,240,Female,45,Junior high school or below,han,0,1,10000,16500,Urban,5,5,4,5,1,0,4,19,1,89,89
3030,3031,3347,240,Male,46,4-year college/Bachelor's degree or above,han,0,1,42000,16500,Urban,2,2,4,5,1,0,3,19,1,89,89
3039,3038,3352,240,Female,34,Junior high school or below,han,0,1,17000,10000,Urban,5,5,5,5,1,0,3,8,0,,
3038,3039,3352,240,Male,38,Junior high school or below,han,0,1,17000,10000,Urban,5,5,5,3,0,0,2,8,0,,
3040,3041,3353,240,Female,46,Senior high school/secondary school/tec,han,0,1,1000,9666.667,Urban,3,4,5,5,3,0,5,21,0,,
3041,3040,3353,240,Male,48,Junior high school or below,han,0,1,18000,9666.667,Urban,5,5,5,3,0,0,3,21,0,,
3045,3044,3357,240,Female,35,Senior high school/secondary school/tec,han,0,1,17000,14000,Urban,5,5,5,3,2,0,3,11,1,64,64
3044,3045,3357,240,Male,38,Senior high school/secondary school/tec,han,0,1,25000,14000,Urban,5,5,5,5,0,0,1,11,1,64,64
3050,3051,3362,242,Female,49,Junior high school or below,han,0,1,20160,10000,Urban,5,4,5,5,2,0,5,18,1,80,80
3051,3050,3362,242,Male,45,Junior high school or below,han,0,1,21600,10000,Urban,5,3,3,2,0,0,2,18,1,80,80
3067,3066,3374,242,Male,47,Junior high school or below,han,0,1,21600,11933.33,Urban,5,5,5,4,1,0,4,22,0,,
3066,3067,3374,242,Female,47,Senior high school/secondary school/tec,han,0,1,18400,11933.33,Urban,2,2,2,5,2,0,2,22,0,,
3068,3069,3375,242,Female,30,4-year college/Bachelor's degree or above,han,0,1,15000,11666.67,Urban,5,5,5,5,2,0,5,2,0,,
3069,3068,3375,242,Male,30,4-year college/Bachelor's degree or above,han,0,1,15000,11666.67,Urban,5,5,5,3,0.5,0,3,2,0,,
7445,3070,3378,141,Male,29,4-year college/Bachelor's degree or above,.,0,0,60000,55000,Urban,4,4,4,2,0,0,5,,0,,
3070,7445,3378,141,Female,28,4-year college/Bachelor's degree or above,han,1,0,30000,55000,Urban,4,4,4,5,0,0,3,,0,,
7546,7545,3379,52,Male,39,Junior high school or below,han,1,2,50000,33333.33,Urban,5,5,5,5,1,0,3,5,0,,
7545,7546,3379,52,Female,34,Junior high school or below,han,0,2,50000,33333.33,Urban,5,5,5,2,1,0,1,5,0,,
10551,10550,3386,286,Female,41,Junior high school or below,han,0,1,32000,20333.33,Urban,3,2,5,1,1,0,1,16,0,,
10550,10551,3386,286,Male,46,Senior high school/secondary school/tec,han,0,1,25000,20333.33,Urban,3,3,3,3,2,0,3,16,0,,
11282,11283,3389,315,Male,27,Junior high school or below,han,1,1,48000,25000,Urban,5,4,5,3,1,0,4,5,0,,
11283,11282,3389,315,Female,32,Junior high school or below,han,1,1,30000,25000,Urban,5,4,3,3,2,0,2,5,0,,
11985,11984,3391,143,Female,28,Senior high school/secondary school/tec,han,1,1,25000,21000,Urban,5,5,5,4,1,0,4,2,0,,
11984,11985,3391,143,Male,28,3-year college,han,0,1,15000,21000,Urban,4,5,4,4,1,0,3,2,0,,
3079,3078,3398,116,Female,39,Junior high school or below,han,1,2,30000,5066.667,Urban,5,5,5,3,2,0,5,18,0,,
3078,3079,3398,116,Male,38,Junior high school or below,han,1,2,25000,5066.667,Urban,5,5,5,5,2,0,1,18,0,,
3444,3445,3405,312,Female,28,Senior high school/secondary school/tec,han,0,1,100000,33333.33,Urban,4,4,3,3,1,0,3,10,0,,
3445,3444,3405,312,Male,32,Senior high school/secondary school/tec,han,1,1,50000,33333.33,Urban,3,1,1,4,1,0,2,10,0,,
4157,4159,3406,16,Male,30,Senior high school/secondary school/tec,han,1,1,50000,40000,Urban,5,5,4,1,0.5,0,1,5,0,,
4159,4157,3406,16,Female,28,Junior high school or below,han,0,1,84000,40000,Urban,5,4,4,5,2,0,1,5,0,,
3084,4395,3408,147,Male,31,Junior high school or below,han,1,0,4200,30000,Rural,5,4,4,3,1,0,3,,0,,
4395,3084,3408,147,Female,25,Senior high school/secondary school/tec,han,1,0,30000,30000,Rural,5,5,3,3,2,0,3,,0,,
3086,5860,3414,109,Male,30,3-year college,han,0,1,35000,16666.67,Urban,5,4,4,2,1,0,2,2,0,,
5860,3086,3414,109,Female,28,Senior high school/secondary school/tec,han,0,1,20000,16666.67,Urban,5,4,1,2,1,0,2,2,0,,
6412,6411,3422,227,Female,43,Junior high school or below,han,1,2,37000,20150,Urban,5,5,5,5,1,0,5,12,0,,
6411,6412,3422,227,Male,40,Junior high school or below,han,1,2,57000,20150,Urban,5,5,5,5,0,0,3,12,0,,
1818,1817,3427,89,Female,38,3-year college,han,0,1,25000,1333.333,Urban,5,5,5,1,1,0,1,5,0,,
1817,1818,3427,89,Male,37,Senior high school/secondary school/tec,han,0,1,32000,1333.333,Urban,5,4,4,4,2,0,4,5,0,,
7248,7247,3428,137,Male,43,4-year college/Bachelor's degree or above,han,0,1,48000,42000,Urban,4,5,4,3,1,0,2,13,0,,
7247,7248,3428,137,Female,43,4-year college/Bachelor's degree or above,han,0,1,46800,42000,Urban,4,4,4,3,1,0,3,13,0,,
3090,7675,3429,47,Female,42,Senior high school/secondary school/tec,han,0,2,30000,26100,Rural,4,4,3,5,2,0,2,17,0,,
7675,3090,3429,47,Male,45,4-year college/Bachelor's degree or above,han,0,2,38400,26100,Rural,5,4,4,3,1,0,4,17,0,,
8700,8699,3432,161,Female,33,Junior high school or below,han,1,2,25300,37500,Rural,,,,,1,0,,8,0,,
8699,8700,3432,161,Male,33,Junior high school or below,han,1,2,36000,37500,Rural,,,,,2,0,,8,0,,
10369,3093,3433,191,Female,26,Junior high school or below,han,1,1,19000,24333.33,Urban,5,5,3,3,2,0,4,0,0,,
3093,10369,3433,191,Male,25,Junior high school or below,han,1,1,54000,24333.33,Urban,4,2,4,5,0,0,5,0,0,,
9810,9811,3434,312,Male,36,Junior high school or below,han,1,1,36000,30000,Urban,5,4,5,5,1,0,4,13,0,,
9811,9810,3434,312,Female,37,Junior high school or below,han,1,1,24000,30000,Urban,5,3,3,5,0.5,0,5,13,0,,
3095,11006,3437,199,Female,28,3-year college,han,1,0,6000,35000,Urban,4,4,4,3,2,0,4,,0,,
11006,3095,3437,199,Male,27,4-year college/Bachelor's degree or above,.,0,0,70000,35000,Urban,5,3,3,1,0,0,1,,0,,
1654,3099,3448,91,Female,26,3-year college,han,0,0,4000,15000,Urban,4,4,5,1,0,0,5,,0,,
3099,1654,3448,91,Male,30,3-year college,han,0,0,17800,15000,Rural,4,5,5,2,1,0,2,,0,,
3100,1951,3450,25,Female,40,Junior high school or below,han,0,1,50000,55000,Rural,4,5,4,2,2,0,2,25,0,,
1951,3100,3450,25,Male,48,Senior high school/secondary school/tec,non-han,1,1,60000,55000,Rural,5,5,5,3,1,0,2,25,0,,
2513,2512,3454,282,Female,34,Senior high school/secondary school/tec,han,1,1,5400,22000,Urban,4,5,3,5,1,0,3,12,0,,
2512,2513,3454,282,Male,36,Junior high school or below,han,1,1,60000,22000,Urban,5,5,5,4,1,0,5,12,0,,
3020,3104,3456,292,Female,28,4-year college/Bachelor's degree or above,han,0,0,40000,35000,Urban,5,5,5,1,1,0,1,,0,,
3104,3020,3456,292,Male,30,3-year college,han,0,0,40000,35000,Urban,5,5,5,3,1,0,3,,0,,
3424,3425,3458,310,Male,36,3-year college,han,0,1,50000,62533.33,Urban,5,4,4,3,0,0,1,13,0,,
3425,3424,3458,310,Female,37,Senior high school/secondary school/tec,han,0,1,16000,62533.33,Urban,4,5,1,4,2,0,2,13,0,,
3493,3492,3459,312,Female,33,Senior high school/secondary school/tec,han,1,1,86000,83000,Urban,5,5,3,1,1,0,5,9,1,57,57
3492,3493,3459,312,Male,34,3-year college,han,1,1,100000,83000,Urban,4,4,4,4,1,0,3,9,1,57,57
4291,4290,3463,310,Female,31,Junior high school or below,han,1,1,20000,37500,Urban,4,4,4,4,2,0,4,6,0,,
4290,4291,3463,310,Male,35,Junior high school or below,han,1,1,90000,37500,Urban,5,4,5,4,1,0,5,6,0,,
5032,3107,3466,284,Female,25,Junior high school or below,han,1,1,200,24533.33,Rural,5,5,1,3,1,0,3,2,0,,
3107,5032,3466,284,Male,27,Junior high school or below,han,1,1,50000,24533.33,Rural,5,4,5,1,0,0,1,2,0,,
7680,7681,3476,149,Female,41,Junior high school or below,han,1,2,22000,27000,Urban,3,3,3,5,1,0,3,19,0,,
7681,7680,3476,149,Male,45,Junior high school or below,han,1,2,32000,27000,Urban,3,3,3,5,0.5,0,5,19,0,,
9258,3112,3482,224,Male,25,3-year college,han,1,0,3500,15000,Rural,5,5,5,4,1,0,3,,0,,
3112,9258,3482,224,Female,25,3-year college,han,1,0,6000,15000,Rural,5,4,3,2,0,0,3,,0,,
9289,9290,3483,224,Male,41,Junior high school or below,han,1,5,30000,8000,Urban,,,,,1,0,,7,0,,
9290,9289,3483,224,Female,36,Junior high school or below,han,1,5,15000,8000,Urban,,,,,,0,,7,0,,
9436,9437,3484,172,Female,38,Senior high school/secondary school/tec,han,0,1,1300,13333.33,Urban,3,2,2,5,0.3,0,5,9,0,,
9437,9436,3484,172,Male,40,Senior high school/secondary school/tec,han,1,1,60000,13333.33,Urban,,,,,,0,,9,0,,
9736,9737,3487,23,Male,27,Junior high school or below,han,1,1,40000,26666.67,Rural,5,5,5,2,1,0,2,4,0,,
9737,9736,3487,23,Female,25,Junior high school or below,han,1,1,40000,26666.67,Rural,5,5,5,4,2,0,3,4,0,,
9778,3114,3488,176,Female,30,4-year college/Bachelor's degree or above,non-han,0,1,15000,7500,Urban,4,4,4,3,2,0,2,2,0,,
3114,9778,3488,176,Male,29,4-year college/Bachelor's degree or above,non-han,0,1,24000,7500,Urban,5,5,5,3,0.5,0,3,2,0,,
3116,11542,3491,247,Male,27,3-year college,han,0,0,30000,95400,Urban,5,5,5,3,1,0,3,,0,,
11542,3116,3491,247,Female,26,3-year college,.,1,0,2360,95400,Urban,4,2,3,4,1,0,4,,0,,
11913,11912,3493,63,Female,39,Senior high school/secondary school/tec,han,0,1,40000,40000,Urban,5,5,4,5,4,0,5,8,0,,
11912,11913,3493,63,Male,36,3-year college,non-han,0,1,55000,40000,Urban,5,5,4,4,2,0,5,8,0,,
3119,12119,3494,194,Male,28,Senior high school/secondary school/tec,han,0,0,44000,4850,Urban,5,5,5,5,2,0,3,,0,,
12119,3119,3494,194,Female,25,3-year college,han,0,0,17500,4850,Urban,3,4,5,3,0.5,0,3,,0,,
12135,12134,3495,193,Male,36,3-year college,han,0,1,91000,33333.33,Urban,4,2,5,4,0.5,0,3,6,0,,
12134,12135,3495,193,Female,34,4-year college/Bachelor's degree or above,han,0,1,18000,33333.33,Urban,4,4,2,1,4,0,1,6,0,,
44,45,3496,227,Male,45,Junior high school or below,han,0,1,40000,4000,Urban,5,5,5,3,0.3,0,4,15,0,,
45,44,3496,227,Female,40,Senior high school/secondary school/tec,han,0,1,30000,4000,Urban,5,5,3,5,3,0,3,15,0,,
3121,1240,3500,285,Male,31,4-year college/Bachelor's degree or above,han,0,1,40000,16666.67,Urban,4,4,4,4,2,0,3,1,0,,
1240,3121,3500,285,Female,31,4-year college/Bachelor's degree or above,.,0,1,20000,16666.67,Urban,4,3,5,2,1,0,3,1,0,,
2901,3124,3506,237,Male,27,4-year college/Bachelor's degree or above,han,0,1,15000,6666.667,Urban,5,5,5,3,1,0,1,0,0,,
3124,2901,3506,237,Female,25,4-year college/Bachelor's degree or above,han,0,1,29200,6666.667,Urban,5,5,4,4,1,0,4,0,0,,
3126,3063,3508,295,Female,30,Senior high school/secondary school/tec,han,0,1,29000,23333.33,Urban,5,4,4,5,1,0,5,2,0,,
3063,3126,3508,295,Male,32,4-year college/Bachelor's degree or above,.,0,1,32000,23333.33,Urban,5,3,5,3,0,0,3,2,0,,
4330,4329,3511,37,Female,28,Junior high school or below,han,0,1,20000,35000,Urban,5,5,5,5,2,0,3,7,0,,
4329,4330,3511,37,Male,38,Junior high school or below,han,1,1,70710.68,35000,Urban,5,5,5,5,1,0,5,7,0,,
3129,4725,3513,58,Male,25,Junior high school or below,han,1,0,30000,10000,Urban,5,5,3,4,1,0,4,,0,,
4725,3129,3513,58,Female,25,Junior high school or below,han,1,0,8000,10000,Urban,5,5,3,4,3,0,4,,0,,
4811,4810,3515,145,Female,45,Junior high school or below,han,1,2,20000,,Urban,,,,,,0,,22,0,,
4810,4811,3515,145,Male,44,Junior high school or below,han,1,2,30000,,Urban,,,,,,0,,22,0,,
3131,4891,3516,153,Female,28,4-year college/Bachelor's degree or above,non-han,0,0,25000,50000,Urban,4,4,4,3,1,0,2,,0,,
4891,3131,3516,153,Male,32,4-year college/Bachelor's degree or above,han,0,0,25000,50000,Urban,5,4,5,4,0.5,0,4,,0,,
5169,3132,3517,260,Male,27,4-year college/Bachelor's degree or above,.,1,0,45000,45000,Rural,5,4,5,3,1,0,2,,0,,
3132,5169,3517,260,Female,27,4-year college/Bachelor's degree or above,han,0,0,45000,45000,Rural,5,4,5,1,1,0,1,,0,,
3137,6818,3527,160,Male,27,Junior high school or below,han,1,2,34000,9200,Urban,5,5,5,2,0,0,1,0,1,,
6818,3137,3527,160,Female,26,Senior high school/secondary school/tec,han,1,2,30000,9200,Urban,5,5,5,3,0.5,0,3,0,1,,
2930,3139,3529,295,Male,31,Junior high school or below,.,0,1,12000,11666.67,Urban,5,5,5,1,2,0,2,0,0,,
3139,2930,3529,295,Female,27,Senior high school/secondary school/tec,han,0,1,10000,11666.67,Urban,2,1,1,2,2,0,5,0,0,,
3140,7022,3530,19,Male,38,3-year college,han,0,0,36000,2000,Urban,5,4,5,5,0,0,3,,0,,
7022,3140,3530,19,Female,28,4-year college/Bachelor's degree or above,.,0,0,12000,2000,Urban,5,4,3,2,2,0,2,,0,,
7382,7381,3533,156,Male,48,Junior high school or below,han,1,2,36000,20000,Urban,5,5,5,4,1,0,4,22,0,,
7381,7382,3533,156,Female,48,Junior high school or below,han,1,2,23400,20000,Urban,5,5,5,5,1,0,4,22,0,,
7385,7386,3534,52,Male,29,Junior high school or below,han,1,2,38500,16666.67,Urban,5,5,5,5,2,0,2,0,0,,
7386,7385,3534,52,Female,27,Junior high school or below,han,1,2,20000,16666.67,Urban,5,5,5,4,2,0,3,0,0,,
3142,7478,3535,145,Male,29,4-year college/Bachelor's degree or above,han,0,0,60000,46000,Urban,5,5,4,3,0,0,3,,0,,
7478,3142,3535,145,Female,27,4-year college/Bachelor's degree or above,han,1,0,20000,46000,Urban,5,4,5,1,1,0,2,,0,,
8468,8469,3539,46,Male,36,Senior high school/secondary school/tec,han,1,2,48000,300,Rural,,,,,1,0,,2,0,,
8469,8468,3539,46,Female,27,Junior high school or below,han,1,2,30000,300,Rural,,,,,,0,,2,0,,
8641,8642,3540,1,Male,45,Junior high school or below,han,1,2,24000,,Rural,,,,,,0,,21,0,,
8642,8641,3540,1,Female,44,Junior high school or below,han,1,2,24000,,Rural,,,,,,0,,21,0,,
8974,3144,3542,168,Female,25,4-year college/Bachelor's degree or above,han,1,0,18400,100000,Urban,5,5,3,1,0,0,4,,0,,
3144,8974,3542,168,Male,27,3-year college,han,0,0,150000,100000,Urban,5,5,2,1,0.5,0,5,,0,,
9766,9767,3543,48,Male,40,Junior high school or below,han,1,2,18000,15000,Urban,,,,,0,0,,16,0,,
9767,9766,3543,48,Female,40,Junior high school or below,han,1,2,18000,15000,Urban,,,,,,0,,16,0,,
10873,10872,3548,189,Female,41,Junior high school or below,han,1,1,18000,10000,Rural,,,,,,0,,12,0,,
10872,10873,3548,189,Male,36,Junior high school or below,han,1,1,18000,10000,Rural,,,,,0,0,,12,0,,
11471,3147,3549,308,Male,26,Junior high school or below,han,1,1,50000,20000,Urban,,,,,,0,,3,0,,
3147,11471,3549,308,Female,29,Junior high school or below,han,1,1,36000,20000,Urban,1,1,1,5,3,0,5,3,0,,
5856,5857,3552,12,Male,41,3-year college,han,0,1,25200,20000,Urban,5,5,5,2,1,0,4,9,0,,
5857,5856,3552,12,Female,40,4-year college/Bachelor's degree or above,han,0,1,30000,20000,Urban,4,3,2,1,1,0,2,9,0,,
3166,3165,3573,293,Male,46,4-year college/Bachelor's degree or above,han,1,2,35000,16000,Urban,5,5,5,4,1,0,3,19,0,,
3165,3166,3573,293,Female,47,Junior high school or below,han,1,2,25000,16000,Urban,5,5,5,5,2,0,3,19,0,,
3173,3174,3592,297,Male,44,3-year college,han,0,1,36000,37000,Urban,5,5,5,3,0.5,0,3,18,0,,
3174,3173,3592,297,Female,40,Junior high school or below,han,0,1,36000,37000,Urban,4,4,4,4,4,0,4,18,0,,
3177,3178,3596,297,Male,30,Senior high school/secondary school/tec,han,0,1,45000,39000,Urban,4,4,3,5,2,0,5,4,1,54,54
3178,3177,3596,297,Female,26,3-year college,han,0,1,70000,39000,Urban,5,4,5,4,0.5,0,4,4,1,54,54
3179,3180,3597,297,Male,27,4-year college/Bachelor's degree or above,han,0,0,28550,51000,Urban,4,4,4,2,1.5,0,2,,0,,
3180,3179,3597,297,Female,27,4-year college/Bachelor's degree or above,han,1,0,71400,51000,Urban,4,4,3,1,2,0,1,,0,,
3187,3188,3643,300,Male,42,3-year college,han,0,1,30000,33280,Urban,2,2,2,5,1,0,3,7,1,75,75
3188,3187,3643,300,Female,34,3-year college,han,0,1,20000,33280,Urban,4,3,4,1,1,0,3,7,1,75,75
3199,3200,3656,301,Female,28,3-year college,.,0,0,30000,405000,Urban,5,2,2,3,1,0,3,,1,60,60
3200,3199,3656,301,Male,28,3-year college,han,0,0,60000,405000,Urban,5,5,5,1,0.5,0,1,,1,60,60
3201,3202,3660,301,Male,39,Junior high school or below,han,1,2,32000,10000,Urban,5,3,4,3,2,0,3,4,,,
3202,3201,3660,301,Female,40,Junior high school or below,han,1,2,3000,10000,Urban,5,5,3,3,2,0,4,4,,,
3205,3206,3665,301,Male,30,4-year college/Bachelor's degree or above,.,0,0,75000,100000,Urban,5,4,2,1,2,0,4,,0,,
3206,3205,3665,301,Female,29,4-year college/Bachelor's degree or above,han,0,0,33000,100000,Urban,5,4,5,3,0,0,2,,0,,
3213,3214,3686,301,Male,46,3-year college,han,0,1,23080,23700,Urban,3,3,4,3,3,0,3,8,1,79,79
3214,3213,3686,301,Female,43,Junior high school or below,han,0,1,30000,23700,Urban,5,5,3,5,3,0,3,8,1,79,79
3217,3218,3688,301,Male,44,Junior high school or below,han,0,1,55000,,Urban,5,4,5,3,0,0,4,21,0,,
3218,3217,3688,301,Female,43,Senior high school/secondary school/tec,han,0,1,30000,,Urban,4,4,4,4,3,0,5,21,0,,
3220,3219,3706,302,Female,43,4-year college/Bachelor's degree or above,han,0,1,70710,25000,Urban,5,5,5,1,1,0,1,15,0,,
3219,3220,3706,302,Male,45,3-year college,han,0,1,50000,25000,Urban,5,5,5,3,2,0,4,15,0,,
3225,3226,3720,302,Male,31,4-year college/Bachelor's degree or above,.,0,1,100000,26480,Urban,5,5,5,3,1,0,3,1,1,59,59
3226,3225,3720,302,Female,31,4-year college/Bachelor's degree or above,han,0,1,70000,26480,Urban,5,5,5,3,0,0,3,1,1,59,59
3229,3228,3721,302,Male,43,3-year college,han,0,2,100000,45833.33,Urban,5,4,4,4,1,0,5,9,1,58,58
3228,3229,3721,302,Female,35,4-year college/Bachelor's degree or above,han,0,2,70000,45833.33,Urban,4,3,1,2,1,0,4,9,1,58,58
3234,3235,3728,302,Male,40,Junior high school or below,han,0,1,24000,24800,Urban,5,3,3,3,2,0,5,14,1,69,69
3235,3234,3728,302,Female,38,Junior high school or below,han,0,1,30000,24800,Urban,5,4,4,5,1.5,0,4,14,1,69,69
3239,3238,3730,302,Female,29,3-year college,han,0,1,30000,20000,Urban,5,5,5,5,0,0,5,2,1,50,50
3238,3239,3730,302,Male,27,4-year college/Bachelor's degree or above,.,0,1,60000,20000,Urban,5,5,3,5,0,0,5,2,1,50,50
3240,3241,3732,302,Male,34,Junior high school or below,han,0,1,36000,10000,Urban,5,5,5,1,0,0,1,11,1,61,62
3241,3240,3732,302,Female,34,Junior high school or below,han,0,1,30000,10000,Urban,4,3,4,5,1,0,3,11,1,61,62
3242,3243,3733,302,Male,41,Junior high school or below,han,0,1,19000,14533.33,Urban,3,4,2,3,2,0,2,12,0,,
3243,3242,3733,302,Female,40,Junior high school or below,han,0,1,20000,14533.33,Urban,4,4,4,4,2,0,4,12,0,,
3246,3244,3734,302,Female,35,3-year college,han,0,1,40000,58000,Urban,3,3,4,4,1,0,2,17,1,69,69
3244,3246,3734,302,Male,40,Junior high school or below,han,0,1,50000,58000,Urban,4,4,3,4,0.5,0,4,17,1,69,69
3249,3248,3738,302,Male,40,Junior high school or below,han,0,1,36000,24000,Urban,5,4,5,4,0.5,0,5,8,1,70,70
3248,3249,3738,302,Female,35,Senior high school/secondary school/tec,han,0,1,90000,24000,Urban,5,5,5,3,0.5,0,5,8,1,70,70
3251,3250,3740,302,Female,26,3-year college,han,0,1,50000,45000,Urban,5,5,5,1,2,0,1,1,1,52,52
3250,3251,3740,302,Male,28,3-year college,.,0,1,45000,45000,Urban,4,4,3,2,0.5,0,2,1,1,52,52
3254,3257,3744,302,Female,25,3-year college,.,0,1,15000,7200,Urban,4,4,3,3,0,0,3,1,1,50,50
3257,3254,3744,302,Male,27,4-year college/Bachelor's degree or above,han,0,1,33000,7200,Urban,5,3,2,3,0,0,1,1,1,50,50
3255,3256,3745,302,Male,48,Junior high school or below,han,0,1,40000,7200,Urban,5,3,4,4,1,0,5,25,0,,
3256,3255,3745,302,Female,50,Junior high school or below,han,0,1,22000,7200,Urban,5,3,2,3,4,0,3,25,0,,
3267,3268,3753,302,Male,46,Junior high school or below,han,0,1,21840,15000,Urban,5,5,4,3,3,0,4,22,0,,
3268,3267,3753,302,Female,44,Junior high school or below,han,0,1,18000,15000,Urban,4,4,5,3,1,0,2,22,0,,
3272,3271,3759,305,Female,48,3-year college,han,0,1,150000,85440,Urban,5,5,5,3,0,0,3,20,1,83,83
3271,3272,3759,305,Male,47,3-year college,han,0,1,130000,85440,Urban,5,5,5,3,1,0,3,20,1,83,83
3274,3273,3761,305,Female,31,3-year college,han,1,1,70000,56400,Urban,4,3,2,3,0.5,0,3,8,1,63,63
3273,3274,3761,305,Male,34,Senior high school/secondary school/tec,han,0,1,120000,56400,Urban,5,4,3,2,1,0,2,8,1,63,63
3277,3278,3765,305,Male,35,4-year college/Bachelor's degree or above,han,0,1,80000,100000,Urban,4,5,2,4,1,0,2,3,0,,
3278,3277,3765,305,Female,28,4-year college/Bachelor's degree or above,han,0,1,200000,100000,Urban,5,5,5,1,0.5,0,1,3,0,,
3279,3280,3768,305,Male,38,Junior high school or below,.,0,1,25000,24000,Urban,5,4,3,3,1,0,2,2,1,66,66
3280,3279,3768,305,Female,39,Junior high school or below,han,1,1,7500,24000,Urban,4,5,5,3,3,0,3,2,1,66,66
3281,3282,3769,305,Female,46,4-year college/Bachelor's degree or above,han,0,1,110000,66666.66,Urban,5,5,5,3,2,0,3,22,0,,
3282,3281,3769,305,Male,47,4-year college/Bachelor's degree or above,han,0,1,130000,66666.66,Urban,5,5,4,3,1,0,4,22,0,,
3284,3283,3770,305,Female,44,3-year college,han,0,1,60000,32225,Urban,4,4,3,3,2,0,3,16,1,76,76
3283,3284,3770,305,Male,50,Senior high school/secondary school/tec,han,0,1,40300,32225,Urban,4,3,4,4,3,0,1,16,1,76,76
3291,3290,3778,305,Female,36,Senior high school/secondary school/tec,han,1,1,50000,32000,Urban,5,5,5,3,0,0,4,11,0,,
3290,3291,3778,305,Male,42,Senior high school/secondary school/tec,han,0,1,40000,32000,Urban,5,3,3,3,2,0,3,11,0,,
3293,3292,3783,305,Female,36,Junior high school or below,han,1,1,21000,19182.6,Urban,,,,,,0,,14,1,60,60
3292,3293,3783,305,Male,37,Junior high school or below,han,1,1,42000,19182.6,Urban,,,,,,0,,14,1,60,60
3300,3301,3795,307,Male,36,3-year college,han,1,1,30000,19940,Urban,5,5,5,3,1,0,3,5,1,65,65
3301,3300,3795,307,Female,32,Senior high school/secondary school/tec,han,0,1,16000,19940,Urban,4,5,4,3,1,0,4,5,1,65,65
3302,3303,3797,307,Male,29,Junior high school or below,han,1,1,83900,80000,Urban,5,5,5,3,0.5,0,1,7,0,,
3303,3302,3797,307,Female,28,Junior high school or below,han,1,1,45000,80000,Urban,5,5,5,3,1,0,1,7,0,,
3308,3309,3811,307,Male,37,Junior high school or below,han,1,1,50000,21000,Urban,5,4,4,3,1,0,2,8,1,67,67
