pid,pid_s,coupleid,countyid14,gender,age,edu,han_race,hukou,kids,income,fincome_per,urban,marriage_sat,secon_sat,shw_sat,division,hwh,work_only,femma,c_childage_min,c_elderpres,c_elderage_min,c_elderage_max
4792,4793,5371,58,Male,44,Junior high school or below,han,1,1,,3900,Rural,5,4,3,5,2,0,4,19,0,,
4793,4792,5371,58,Female,43,Junior high school or below,han,1,1,,3900,Rural,3,3,4,4,6,0,3,19,0,,
4794,4795,5373,58,Male,45,Senior high school/secondary school/tec,han,1,2,,13337.5,Rural,5,3,3,5,2,0,1,8,1,68,68
4795,4794,5373,58,Female,43,Junior high school or below,han,1,2,,13337.5,Rural,5,5,5,5,2,0,5,8,1,68,68
4800,4801,5377,58,Female,37,Junior high school or below,han,1,2,,3864,Rural,3,4,3,5,2,0,3,11,1,80,80
4801,4800,5377,58,Male,42,Junior high school or below,han,1,2,,3864,Rural,5,4,5,4,3,0,3,11,1,80,80
4806,4807,5380,58,Male,36,Junior high school or below,han,1,1,,9513.333,Rural,5,5,5,4,1,0,1,13,0,,
4807,4806,5380,58,Female,39,Junior high school or below,han,1,1,,9513.333,Rural,3,3,2,4,4,0,2,13,0,,
3811,3810,5409,27,Female,36,Junior high school or below,han,1,1,,13333.33,Rural,5,5,4,3,2,0,4,4,0,,
3810,3811,5409,27,Male,29,Junior high school or below,han,1,1,,13333.33,Rural,,,,,0,0,,4,0,,
4852,4853,5425,267,Female,30,Junior high school or below,han,0,1,,16400,Urban,4,4,4,4,1,0,3,7,0,,
4853,4852,5425,267,Male,33,Senior high school/secondary school/tec,han,1,1,,16400,Urban,4,3,3,2,0.5,0,2,7,0,,
4859,4858,5428,267,Male,47,Junior high school or below,han,1,2,,12000,Urban,4,5,5,4,0.5,0,4,16,0,,
4858,4859,5428,267,Female,49,Junior high school or below,han,1,2,,12000,Urban,5,5,3,5,1.5,0,3,16,0,,
4861,4860,5429,267,Female,41,Junior high school or below,han,0,1,,11666.67,Urban,5,5,5,2,2,0,3,11,0,,
4860,4861,5429,267,Male,40,Senior high school/secondary school/tec,han,0,1,,11666.67,Urban,4,3,5,4,1,0,4,11,0,,
4863,4862,5430,267,Male,36,3-year college,han,1,1,,6000,Urban,5,5,5,5,0,0,1,5,0,,
4862,4863,5430,267,Female,33,Senior high school/secondary school/tec,han,0,1,,6000,Urban,4,5,2,1,4,0,5,5,0,,
4865,4864,5431,267,Male,37,Junior high school or below,han,1,1,,16016.67,Urban,5,5,5,2,0.5,0,2,12,0,,
4864,4865,5431,267,Female,38,Senior high school/secondary school/tec,han,1,1,,16016.67,Urban,5,5,5,3,3,0,2,12,0,,
4870,4871,5441,267,Male,42,3-year college,han,0,1,,8675,Urban,5,4,5,3,1,0,2,16,0,,
4871,4870,5441,267,Female,43,Senior high school/secondary school/tec,han,0,1,,8675,Urban,5,5,5,1,2,0,1,16,0,,
4872,4873,5443,267,Female,49,Junior high school or below,han,1,2,,2500,Urban,5,5,5,5,2,0,5,18,1,83,83
4873,4872,5443,267,Male,46,Junior high school or below,han,1,2,,2500,Urban,,,,5,8,0,5,18,1,83,83
4875,4876,5447,267,Male,30,Junior high school or below,han,1,1,,6666.667,Urban,5,5,5,3,1,0,1,5,0,,
4876,4875,5447,267,Female,28,Junior high school or below,han,1,1,,6666.667,Urban,5,5,5,5,2,0,5,5,0,,
4879,4880,5453,267,Male,49,Junior high school or below,han,1,1,,1725,Rural,5,5,5,5,1,0,5,24,0,,
4880,4879,5453,267,Female,47,Junior high school or below,han,1,1,,1725,Rural,5,3,3,5,1,0,5,24,0,,
4884,4883,5457,267,Male,50,Senior high school/secondary school/tec,han,1,2,,5625,Rural,3,3,5,5,0,0,1,8,,,
4883,4884,5457,267,Female,48,Junior high school or below,han,1,2,,5625,Rural,5,5,2,5,3,0,5,8,,,
4889,4890,5466,267,Female,38,Junior high school or below,han,1,2,,1720,Rural,5,5,1,5,3,0,5,4,1,60,60
4890,4889,5466,267,Male,36,Senior high school/secondary school/tec,han,0,2,,1720,Rural,5,5,5,4,1,0,4,4,1,60,60
4898,4899,5478,267,Male,49,Junior high school or below,han,1,1,,14520,Rural,3,3,5,5,1,0,3,26,0,,
4899,4898,5478,267,Female,48,Junior high school or below,han,1,1,,14520,Rural,3,4,3,3,2,0,3,26,0,,
4917,4916,5498,267,Female,41,Junior high school or below,han,1,2,,6252,Rural,5,4,5,5,2,0,4,9,1,80,80
4916,4917,5498,267,Male,42,Junior high school or below,han,1,2,,6252,Rural,5,5,5,3,1,0,5,9,1,80,80
4922,4923,5501,265,Female,33,Junior high school or below,han,1,2,,17500,Urban,5,5,2,5,2,0,3,1,0,,
4923,4922,5501,265,Male,31,Junior high school or below,han,1,2,,17500,Urban,5,3,5,5,0,0,3,1,0,,
4927,4926,5505,265,Male,39,Junior high school or below,han,1,1,,20000,Urban,5,5,5,1,2,0,1,11,0,,
4926,4927,5505,265,Female,36,Senior high school/secondary school/tec,han,1,1,,20000,Urban,5,5,4,5,7,0,1,11,0,,
4935,4934,5522,265,Male,46,Junior high school or below,han,1,2,,14166.67,Urban,5,5,5,5,2,0,5,17,1,73,73
4934,4935,5522,265,Female,47,Junior high school or below,han,1,2,,14166.67,Urban,5,5,5,5,3,0,4,17,1,73,73
4938,4939,5526,265,Male,42,Junior high school or below,han,1,2,,18000,Rural,5,5,5,4,2,0,5,7,1,84,84
4939,4938,5526,265,Female,39,Junior high school or below,han,1,2,,18000,Rural,4,5,3,3,4,0,3,7,1,84,84
4941,4940,5530,265,Female,39,Junior high school or below,han,1,1,,51000,Rural,5,5,5,2,4,0,1,13,0,,
4940,4941,5530,265,Male,39,Junior high school or below,han,1,1,,51000,Rural,5,5,5,1,2,0,2,13,0,,
4943,4942,5531,265,Female,45,Junior high school or below,han,1,1,,12920,Rural,4,5,4,5,2,0,5,21,0,,
4942,4943,5531,265,Male,48,Junior high school or below,han,1,1,,12920,Rural,5,5,5,4,0.5,0,4,21,0,,
4944,4945,5532,265,Male,44,Junior high school or below,han,1,2,,6140,Rural,5,5,5,2,1,0,2,10,0,,
4945,4944,5532,265,Female,42,Junior high school or below,han,1,2,,6140,Rural,5,3,4,3,5,0,3,10,0,,
4946,4947,5533,265,Female,34,Junior high school or below,han,1,1,,16733.33,Rural,5,5,5,5,2,0,4,8,0,,
4947,4946,5533,265,Male,34,Junior high school or below,han,1,1,,16733.33,Rural,5,5,5,4,0,0,2,8,0,,
4948,4949,5535,265,Female,48,Junior high school or below,han,1,1,,266.6667,Rural,5,5,5,3,8,0,5,19,0,,
4949,4948,5535,265,Male,45,Junior high school or below,han,1,1,,266.6667,Rural,5,5,5,3,0,0,4,19,0,,
4952,4953,5537,265,Male,27,Junior high school or below,han,1,1,,11225,Rural,5,5,5,4,1,0,3,4,1,54,54
4953,4952,5537,265,Female,25,Junior high school or below,han,1,1,,11225,Rural,5,5,5,2,2,0,3,4,1,54,54
4959,4960,5542,265,Male,49,Junior high school or below,han,1,1,,13860,Rural,4,5,5,4,0,0,5,27,0,,
4960,4959,5542,265,Female,46,Junior high school or below,han,1,1,,13860,Rural,4,3,4,4,1,0,4,27,0,,
4966,4967,5546,265,Male,36,Junior high school or below,han,1,2,,31000,Rural,5,5,5,5,1,0,5,4,1,60,60
4967,4966,5546,265,Female,35,Junior high school or below,han,1,2,,31000,Rural,5,5,5,5,4,0,5,4,1,60,60
4985,4984,5563,265,Male,47,Junior high school or below,han,1,1,,2483.333,Rural,5,1,4,5,1,0,2,15,0,,
4984,4985,5563,265,Female,50,Junior high school or below,han,1,1,,2483.333,Rural,5,5,5,5,0,0,5,15,0,,
4994,4995,5574,284,Male,39,Junior high school or below,han,1,2,,19950,Rural,4,5,5,5,1,0,5,10,0,,
4995,4994,5574,284,Female,41,Junior high school or below,han,1,2,,19950,Rural,4,5,1,4,9,0,1,10,0,,
5004,5005,5584,284,Male,39,Junior high school or below,han,1,1,,20972,Rural,5,5,5,3,1,0,2,11,1,63,63
5005,5004,5584,284,Female,36,Junior high school or below,han,1,1,,20972,Rural,,,,,2,0,,11,1,63,63
5017,5016,5603,284,Female,29,Junior high school or below,han,1,2,,13822.22,Rural,5,5,5,4,3,0,1,0,1,59,59
5016,5017,5603,284,Male,31,Senior high school/secondary school/tec,han,0,2,,13822.22,Rural,,,,,0.2,0,,0,1,59,59
5018,5019,5606,284,Male,26,Junior high school or below,.,1,1,,18000,Rural,3,3,4,5,0,0,3,2,1,52,52
5019,5018,5606,284,Female,26,Junior high school or below,han,1,1,,18000,Rural,5,4,1,3,4,0,5,2,1,52,52
5021,5020,5608,284,Female,44,Junior high school or below,han,1,1,,21726,Rural,5,5,2,5,3,0,5,19,0,,
5020,5021,5608,284,Male,44,Junior high school or below,han,1,1,,21726,Rural,5,5,5,1,2,0,5,19,0,,
5023,5022,5609,284,Female,48,Junior high school or below,non-han,1,2,,11087.5,Rural,5,5,4,5,3,0,5,25,0,,
5022,5023,5609,284,Male,48,Junior high school or below,han,1,2,,11087.5,Rural,4,3,5,5,1,0,5,25,0,,
5029,5028,5613,284,Female,26,Junior high school or below,han,1,1,,10641.67,Rural,5,4,4,3,0,0,3,4,1,48,48
5028,5029,5613,284,Male,26,Senior high school/secondary school/tec,han,1,1,,10641.67,Rural,5,5,5,3,2,0,3,4,1,48,48
5031,5030,5615,284,Female,34,Junior high school or below,han,1,2,,18400,Urban,4,4,4,5,3,0,1,2,1,60,60
5030,5031,5615,284,Male,33,Junior high school or below,han,1,2,,18400,Urban,5,4,4,5,0,0,1,2,1,60,60
5036,5035,5623,284,Female,39,Junior high school or below,han,1,2,,2596.667,Rural,5,5,5,5,1,0,5,7,1,67,67
5035,5036,5623,284,Male,39,Junior high school or below,han,1,2,,2596.667,Rural,5,5,5,4,0,0,5,7,1,67,67
5038,5037,5625,284,Female,27,Senior high school/secondary school/tec,han,1,1,,18800,Rural,5,5,4,3,1,0,3,4,1,53,53
5037,5038,5625,284,Male,27,Junior high school or below,han,1,1,,18800,Rural,5,4,2,4,1,0,2,4,1,53,53
5041,5042,5631,284,Male,50,Junior high school or below,han,1,2,,2200,Rural,5,5,5,5,4,0,3,15,0,,
5042,5041,5631,284,Female,47,Junior high school or below,han,1,2,,2200,Rural,5,5,5,5,1,0,5,15,0,,
5044,5043,5632,284,Female,32,Junior high school or below,han,1,1,,11700,Rural,4,3,4,4,8,0,4,7,1,52,52
5043,5044,5632,284,Male,31,Junior high school or below,han,1,1,,11700,Rural,,,,,0,0,,7,1,52,52
5050,5049,5636,284,Male,36,Junior high school or below,han,1,1,,4666.667,Rural,5,5,5,5,0,0,3,14,0,,
5049,5050,5636,284,Female,40,Junior high school or below,han,1,1,,4666.667,Rural,,,,,1,0,,14,0,,
5051,5052,5637,284,Male,44,Junior high school or below,han,1,2,,350,Rural,5,4,4,5,0,0,2,11,0,,
5052,5051,5637,284,Female,39,Junior high school or below,han,1,2,,350,Rural,5,5,5,5,2,0,2,11,0,,
5056,5055,5639,90,Male,44,Junior high school or below,han,1,2,,6450,Rural,5,5,5,5,0,0,5,11,0,,
5055,5056,5639,90,Female,43,Junior high school or below,han,1,2,,6450,Rural,5,4,3,5,1,0,5,11,0,,
5060,5059,5645,284,Female,31,Junior high school or below,han,1,2,,1575,Rural,,,,,,0,,0,0,,
5059,5060,5645,284,Male,31,Junior high school or below,han,1,2,,1575,Rural,5,4,3,4,1,0,3,0,0,,
5068,5067,5653,284,Male,43,Junior high school or below,han,1,1,,1606.667,Rural,,,,,,0,,14,0,,
5067,5068,5653,284,Female,42,Junior high school or below,han,1,1,,1606.667,Rural,5,5,3,5,2,0,3,14,0,,
5069,5070,5654,284,Male,45,Junior high school or below,han,1,1,,3940,Rural,5,5,5,5,2,0,5,22,0,,
5070,5069,5654,284,Female,46,Junior high school or below,han,1,1,,3940,Rural,5,5,5,5,2,0,5,22,0,,
5071,5072,5656,284,Male,42,Junior high school or below,han,1,1,,800,Rural,3,5,5,5,1,0,1,14,0,,
5072,5071,5656,284,Female,40,Junior high school or below,han,1,1,,800,Rural,3,5,2,5,1,0,5,14,0,,
5074,5073,5661,263,Female,37,Junior high school or below,han,1,1,,25000,Rural,,,,,1,0,,11,0,,
5073,5074,5661,263,Male,36,Junior high school or below,han,1,1,,25000,Rural,,,,,1,0,,11,0,,
5075,5076,5662,263,Male,49,Senior high school/secondary school/tec,han,1,2,,3767,Urban,5,5,5,3,0,0,2,14,0,,
5076,5075,5662,263,Female,48,Junior high school or below,han,1,2,,3767,Urban,5,5,5,3,5,0,3,14,0,,
5077,5078,5667,263,Male,49,Junior high school or below,han,1,1,,11333.33,Urban,5,5,5,2,8,0,3,26,,,
5078,5077,5667,263,Female,50,Junior high school or below,han,1,1,,11333.33,Urban,4,3,4,5,4,0,4,26,,,
5080,5079,5668,263,Female,41,Junior high school or below,han,1,1,,18300,Urban,4,4,4,4,3,0,4,16,0,,
5079,5080,5668,263,Male,42,Senior high school/secondary school/tec,han,1,1,,18300,Urban,5,5,5,4,1,0,3,16,0,,
5082,5081,5669,263,Female,40,Junior high school or below,han,1,1,,10666.67,Urban,5,5,5,4,2,0,4,17,0,,
5081,5082,5669,263,Male,42,Junior high school or below,han,1,1,,10666.67,Urban,5,5,5,4,0,0,4,17,0,,
5083,5084,5670,263,Male,40,Junior high school or below,han,1,2,,7000,Urban,5,5,5,2,1,0,2,3,0,,
5084,5083,5670,263,Female,40,Junior high school or below,han,1,2,,7000,Urban,5,5,3,2,2,0,2,3,0,,
5088,5087,5672,263,Female,47,Junior high school or below,han,1,1,,9833.333,Urban,3,4,4,4,1,0,4,16,0,,
5087,5088,5672,263,Male,48,Junior high school or below,han,1,1,,9833.333,Urban,4,4,4,4,1,0,2,16,0,,
5090,5089,5675,263,Female,34,Junior high school or below,han,1,1,,33333.33,Urban,5,5,1,2,1,0,1,7,0,,
5089,5090,5675,263,Male,35,Junior high school or below,han,1,1,,33333.33,Urban,5,4,3,3,0,0,5,7,0,,
5093,5092,5679,263,Male,41,Junior high school or below,han,1,2,,2500,Urban,5,5,5,4,0,0,4,9,0,,
5092,5093,5679,263,Female,41,Junior high school or below,han,1,2,,2500,Urban,5,5,5,5,3,0,5,9,0,,
5098,5097,5684,263,Female,50,Junior high school or below,han,1,1,,37500,Rural,5,5,5,5,5,0,5,25,0,,
5097,5098,5684,263,Male,50,Senior high school/secondary school/tec,han,1,1,,37500,Rural,3,2,2,5,2,0,5,25,0,,
5100,5101,5689,263,Male,43,Junior high school or below,han,1,0,,225,Rural,5,5,5,5,0,0,5,,0,,
5101,5100,5689,263,Female,42,Junior high school or below,han,1,0,,225,Rural,5,3,5,5,2,0,5,,0,,
5105,5106,5694,263,Male,48,Junior high school or below,han,1,1,,30000,Rural,5,5,5,5,0,0,2,25,0,,
5106,5105,5694,263,Female,49,Junior high school or below,han,1,1,,30000,Rural,5,5,5,2,3,0,2,25,0,,
5107,5108,5696,263,Male,31,Junior high school or below,han,1,1,,2800,Rural,4,4,4,5,0,0,3,2,1,56,56
5108,5107,5696,263,Female,36,Senior high school/secondary school/tec,han,1,1,,2800,Rural,5,5,1,5,1,0,5,2,1,56,56
5129,5130,5735,255,Male,45,Junior high school or below,han,1,2,,2960,Rural,5,4,3,5,1,0,4,9,1,73,73
5130,5129,5735,255,Female,48,Junior high school or below,han,1,2,,2960,Rural,5,3,5,5,2,0,5,9,1,73,73
5134,5133,5740,255,Male,50,Junior high school or below,han,1,2,,333.3333,Urban,5,5,5,3,5,0,2,18,0,,
5133,5134,5740,255,Female,49,Junior high school or below,han,1,2,,333.3333,Urban,5,5,5,4,1,0,2,18,0,,
5142,5141,5746,255,Male,38,Junior high school or below,han,1,1,,10396,Urban,,,,,0,0,,13,1,62,62
5141,5142,5746,255,Female,40,Junior high school or below,han,1,1,,10396,Urban,5,4,4,2,6,0,3,13,1,62,62
5143,5144,5748,255,Female,48,Junior high school or below,han,1,1,,6272,Urban,5,5,5,5,2,0,5,23,,,
5144,5143,5748,255,Male,48,Junior high school or below,.,,1,,6272,Urban,,,,,0,0,,23,,,
5148,5147,5753,255,Female,41,Junior high school or below,han,1,2,,10312.5,Urban,5,5,5,5,3,0,5,9,0,,
5147,5148,5753,255,Male,41,Junior high school or below,han,1,2,,10312.5,Urban,5,5,5,1,1,0,1,9,0,,
5152,5151,5755,255,Female,40,4-year college/Bachelor's degree or above,han,1,2,,5235,Urban,5,5,5,4,2,0,4,8,0,,
5151,5152,5755,255,Male,43,Junior high school or below,han,1,2,,5235,Urban,,,,,3,0,,8,0,,
5153,5154,5758,260,Male,43,Junior high school or below,han,1,2,,6800,Rural,5,5,5,4,2,0,3,11,0,,
5154,5153,5758,260,Female,46,Junior high school or below,han,1,2,,6800,Rural,5,5,5,5,5,0,4,11,0,,
5159,5158,5762,260,Female,44,Junior high school or below,han,1,2,,3750,Rural,5,5,5,5,2,0,5,11,0,,
5158,5159,5762,260,Male,42,Junior high school or below,han,1,2,,3750,Rural,5,5,5,5,2,0,1,11,0,,
5162,5161,5765,260,Male,48,Junior high school or below,han,1,2,,6666.667,Rural,5,5,5,3,2,0,3,15,0,,
5161,5162,5765,260,Female,47,Junior high school or below,han,1,2,,6666.667,Rural,5,5,5,4,2,0,3,15,0,,
5164,5163,5766,260,Female,48,Junior high school or below,han,1,1,,7600,Rural,5,5,5,5,6,0,5,24,0,,
5163,5164,5766,260,Male,48,Junior high school or below,han,1,1,,7600,Rural,5,3,5,3,0,0,1,24,0,,
5170,5171,5772,260,Male,26,Junior high school or below,han,1,1,,1666.667,Rural,5,4,4,3,2,0,3,3,1,52,52
5171,5170,5772,260,Female,27,Senior high school/secondary school/tec,han,1,1,,1666.667,Rural,5,5,5,3,2,0,2,3,1,52,52
5173,5172,5775,260,Female,47,Junior high school or below,han,1,2,,433.3333,Rural,3,3,3,4,3,0,4,13,1,84,84
5172,5173,5775,260,Male,49,Junior high school or below,han,1,2,,433.3333,Rural,5,4,4,3,2,0,1,13,1,84,84
5174,5175,5777,260,Female,43,Junior high school or below,han,1,2,,5125,Rural,5,4,4,3,2,0,2,8,0,,
5175,5174,5777,260,Male,42,Junior high school or below,han,1,2,,5125,Rural,5,5,5,3,1,0,2,8,0,,
5176,5177,5779,260,Female,42,Junior high school or below,han,1,2,,2000,Rural,5,5,4,5,2,0,5,8,0,,
5177,5176,5779,260,Male,44,Junior high school or below,han,1,2,,2000,Rural,5,4,4,3,1,0,2,8,0,,
5179,5178,5785,260,Female,48,Junior high school or below,han,0,2,,3750,Urban,5,5,5,5,3,0,5,16,0,,
5178,5179,5785,260,Male,47,Senior high school/secondary school/tec,han,0,2,,3750,Urban,5,5,3,3,2,0,4,16,0,,
5180,5181,5786,260,Female,37,Junior high school or below,han,0,1,,8000,Urban,5,5,5,4,6,0,4,13,0,,
5181,5180,5786,260,Male,39,Junior high school or below,han,0,1,,8000,Urban,5,4,4,3,2,0,3,13,0,,
5187,5186,5790,260,Female,35,Junior high school or below,han,0,1,,16000,Urban,4,4,5,5,2,0,5,10,0,,
5186,5187,5790,260,Male,41,Junior high school or below,han,0,1,,16000,Urban,5,5,5,3,1,0,3,10,0,,
5193,5192,5794,260,Male,46,Junior high school or below,han,0,1,,86750,Urban,5,4,4,3,2,0,3,23,0,,
5192,5193,5794,260,Female,48,Junior high school or below,han,0,1,,86750,Urban,5,5,5,4,2,0,3,23,0,,
5212,5211,5811,260,Female,29,Junior high school or below,han,1,2,,234866.7,Urban,4,4,3,5,1,0,4,0,1,58,58
5211,5212,5811,260,Male,34,3-year college,han,0,2,,234866.7,Urban,5,5,5,5,0.5,0,2,0,1,58,58
5221,5220,5817,260,Female,40,Junior high school or below,han,1,2,,5296.667,Rural,5,5,5,1,2,0,1,8,1,63,63
5220,5221,5817,260,Male,41,Junior high school or below,han,1,2,,5296.667,Rural,5,5,5,5,1,0,3,8,1,63,63
5238,5239,5835,260,Female,45,Junior high school or below,han,1,3,,4000,Rural,5,5,5,5,4,0,5,7,,,
5239,5238,5835,260,Male,43,Junior high school or below,han,1,3,,4000,Rural,5,5,4,3,2,0,3,7,,,
5241,5240,5839,260,Female,34,Junior high school or below,han,1,2,,3606.667,Rural,5,4,4,3,1,0,4,3,1,55,55
5240,5241,5839,260,Male,32,Senior high school/secondary school/tec,han,1,2,,3606.667,Rural,5,5,4,4,0,0,5,3,1,55,55
5248,5247,5847,260,Female,39,Junior high school or below,han,1,1,,4900,Rural,,,,,,0,,10,1,76,76
5247,5248,5847,260,Male,46,Junior high school or below,han,1,1,,4900,Rural,5,4,3,4,2,0,2,10,1,76,76
5261,5260,5862,260,Male,44,Junior high school or below,han,1,2,,5500,Rural,5,5,5,1,0,0,1,8,0,,
5260,5261,5862,260,Female,47,Junior high school or below,han,1,2,,5500,Rural,5,5,5,3,2,0,3,8,0,,
5263,5262,5864,260,Male,33,Senior high school/secondary school/tec,han,1,1,,1320,Rural,5,5,5,3,2,0,5,9,1,62,62
5262,5263,5864,260,Female,33,Junior high school or below,han,1,1,,1320,Rural,5,4,4,3,2,0,4,9,1,62,62
5264,5265,5866,265,Male,36,Senior high school/secondary school/tec,han,0,1,,16666.67,Urban,5,5,5,1,1,0,5,9,0,,
5265,5264,5866,265,Female,36,Junior high school or below,han,1,1,,16666.67,Urban,5,5,4,5,3,0,2,9,0,,
5266,5267,5868,265,Female,43,Junior high school or below,han,0,2,,17250,Urban,5,5,1,5,4,0,5,8,0,,
5267,5266,5868,265,Male,44,Junior high school or below,han,0,2,,17250,Urban,5,5,5,5,0,0,1,8,0,,
5268,5269,5870,265,Female,36,Junior high school or below,han,1,2,,7575,Urban,5,5,4,4,1,0,1,3,0,,
5269,5268,5870,265,Male,39,Junior high school or below,han,0,2,,7575,Urban,5,5,5,2,0,0,3,3,0,,
5273,5272,5873,265,Male,41,Junior high school or below,han,1,1,,,Urban,,,,,2,0,,11,0,,
5272,5273,5873,265,Female,37,Junior high school or below,han,1,1,,,Urban,,,,,2,0,,11,0,,
5278,5279,5879,265,Male,32,Junior high school or below,.,1,1,,2500,Urban,5,5,5,3,1,0,2,4,0,,
5279,5278,5879,265,Female,31,Junior high school or below,han,1,1,,2500,Urban,5,5,5,1,0.5,0,1,4,0,,
5280,5281,5881,261,Female,31,Junior high school or below,han,1,1,,9300,Rural,5,1,2,5,3,0,5,9,0,,
5281,5280,5881,261,Male,36,Junior high school or below,han,1,1,,9300,Rural,3,5,5,5,1,0,2,9,0,,
5302,5301,5900,263,Female,38,Senior high school/secondary school/tec,han,0,1,,13333.33,Urban,4,5,3,5,2,0,5,10,0,,
5301,5302,5900,263,Male,40,3-year college,han,0,1,,13333.33,Urban,5,5,5,5,1,0,5,10,0,,
5319,5320,5915,261,Male,41,Junior high school or below,han,1,1,,33333.33,Urban,5,5,5,5,0,0,5,10,0,,
5320,5319,5915,261,Female,37,Junior high school or below,han,1,1,,33333.33,Urban,5,5,5,5,2,0,5,10,0,,
5324,5323,5919,261,Female,38,Junior high school or below,han,1,1,,3566.667,Rural,4,4,3,3,3,0,4,16,0,,
5323,5324,5919,261,Male,49,Junior high school or below,han,0,1,,3566.667,Rural,3,3,4,4,0,0,3,16,0,,
5328,5327,5924,261,Male,44,Junior high school or below,han,1,1,,2666.667,Rural,4,4,5,5,1,0,1,10,0,,
5327,5328,5924,261,Female,40,Junior high school or below,han,1,1,,2666.667,Rural,5,5,5,5,5,0,4,10,0,,
5332,5331,5931,261,Female,48,Junior high school or below,han,1,2,,2500,Rural,4,3,3,3,2,0,3,18,0,,
5331,5332,5931,261,Male,49,Junior high school or below,han,1,2,,2500,Rural,5,5,5,4,1,0,3,18,0,,
5334,5333,5939,261,Female,44,Junior high school or below,han,1,1,,4343.333,Rural,4,4,3,3,2,0,3,20,0,,
5333,5334,5939,261,Male,43,Junior high school or below,han,1,1,,4343.333,Rural,5,5,5,3,1,0,3,20,0,,
5340,5339,5946,261,Female,44,Junior high school or below,han,1,2,,2000,Rural,4,4,5,4,1,0,3,25,1,77,77
5339,5340,5946,261,Male,44,Junior high school or below,han,1,2,,2000,Rural,4,4,5,3,1,0,3,25,1,77,77
5342,5341,5947,261,Female,30,Junior high school or below,han,1,1,,2000,Rural,4,4,4,4,3,0,4,5,1,44,44
5341,5342,5947,261,Male,28,Senior high school/secondary school/tec,han,1,1,,2000,Rural,4,4,3,5,1,0,5,5,1,44,44
5344,5343,5948,261,Female,26,Junior high school or below,han,1,0,,2000,Rural,4,4,3,3,2,0,4,,1,44,44
5343,5344,5948,261,Male,25,Junior high school or below,han,1,0,,2000,Rural,4,4,5,4,1,0,3,,1,44,44
5346,5345,5949,261,Male,31,Junior high school or below,han,1,2,,5666.667,Rural,5,5,5,4,0.5,0,3,3,1,59,59
5345,5346,5949,261,Female,31,Junior high school or below,han,1,2,,5666.667,Rural,4,4,4,5,3,0,4,3,1,59,59
5355,5356,5959,255,Male,43,Junior high school or below,han,1,1,,6333.333,Urban,5,5,5,3,1,0,3,19,0,,
5356,5355,5959,255,Female,44,Junior high school or below,han,1,1,,6333.333,Urban,5,3,4,3,2,0,5,19,0,,
5359,5358,5962,255,Female,36,Junior high school or below,han,1,0,,17000,Urban,5,5,5,4,1,0,4,,0,,
5358,5359,5962,255,Male,38,Junior high school or below,han,1,0,,17000,Urban,5,5,5,2,1,0,2,,0,,
5371,5370,5975,255,Female,48,Junior high school or below,han,1,2,,7625,Rural,4,4,3,3,4,0,1,22,0,,
5370,5371,5975,255,Male,48,Junior high school or below,han,1,2,,7625,Rural,5,5,5,5,1,0,3,22,0,,
1955,5378,5992,85,Female,31,Junior high school or below,.,1,1,,9333.333,Rural,,,,,3,0,,3,0,,
5378,1955,5992,85,Male,32,Junior high school or below,han,0,1,,9333.333,Rural,,,,,1,0,,3,0,,
2218,2219,5993,93,Female,33,Junior high school or below,han,1,1,,2666.667,Rural,5,5,5,5,8,0,5,10,0,,
2219,2218,5993,93,Male,33,Junior high school or below,han,1,1,,2666.667,Rural,5,5,5,4,1,0,3,10,0,,
6294,6293,5995,32,Female,32,Junior high school or below,han,1,2,,17500,Rural,,,,,2,0,,1,0,,
6293,6294,5995,32,Male,31,Junior high school or below,han,1,2,,17500,Rural,,,,,1,0,,1,0,,
5379,9640,5996,175,Male,28,Junior high school or below,.,,1,,16666.67,Urban,,,,,0.5,0,,2,0,,
9640,5379,5996,175,Female,26,Junior high school or below,.,,1,,16666.67,Urban,,,,,4,0,,2,0,,
722,721,6000,228,Female,44,Junior high school or below,han,1,2,,7873.333,Rural,4,3,4,3,0,0,2,18,0,,
721,722,6000,228,Male,42,Junior high school or below,han,1,2,,7873.333,Rural,5,4,5,5,1,0,1,18,0,,
807,5383,6002,231,Female,28,Junior high school or below,.,1,1,,408.3333,Urban,5,4,4,4,2,0,4,2,1,44,44
5383,807,6002,231,Male,26,Junior high school or below,han,1,1,,408.3333,Rural,5,5,5,3,0.5,0,4,2,1,44,44
5399,5400,6020,320,Female,33,Junior high school or below,han,1,2,,7500.25,Urban,5,5,5,5,1,0,5,11,0,,
5400,5399,6020,320,Male,38,Junior high school or below,han,1,2,,7500.25,Urban,5,5,5,5,1,0,5,11,0,,
5407,5408,6024,320,Female,40,Junior high school or below,han,1,2,,10920,Urban,4,5,3,3,2,0,2,14,,,
5408,5407,6024,320,Male,41,Junior high school or below,han,0,2,,10920,Urban,5,5,5,3,0,0,1,14,,,
5427,5428,6038,320,Male,45,Senior high school/secondary school/tec,han,0,1,,13000,Urban,,,,,1,0,,3,0,,
5428,5427,6038,320,Female,42,Junior high school or below,.,,1,,13000,Urban,,,,,,0,,3,0,,
5448,5447,6059,320,Female,43,Junior high school or below,han,1,2,,3666.667,Urban,5,5,3,1,0.5,0,2,17,1,78,78
5447,5448,6059,320,Male,44,Junior high school or below,han,1,2,,3666.667,Urban,5,5,3,3,0,0,3,17,1,78,78
